"","GeneID","logFC","AveExpr","t","P.Value","adj.P.Val","B","10L1brain","10L2brain","10L3brain","10L4brain","10L5brain","22L1brain","22L2brain","22L3brain","22L4brain","22L5brain"
"832","TRINITY_DN15359_c0_g1",2.74212989746635,-0.777879942689222,3.7465767743113,0.00292303389872183,0.0210658226083102,-1.44077962358987,4,9,13,5,7,56,11,51,32,79
"833","TRINITY_DN1536_c6_g1",-1.11933291590413,2.56782615860992,-7.90103458218184,5.09861982233313e-06,0.000416394941075858,4.49923461349646,316.79,233.94,216.67,215.37,212.9,114.76,82.98,99.94,146.02,99.16
"834","TRINITY_DN15360_c0_g1",-1.66442605314737,1.52156012504402,-3.9226202873896,0.00213402261234841,0.0170844309549959,-1.40833488758393,175,161,239,43,165,46,28,39,53,47
"835","TRINITY_DN15382_c0_g1",1.33186640872644,1.98526801163262,8.1930580205295,3.54515103465569e-06,0.000338288263027996,4.87788876752012,53,87,72,65,73,198,138,181,185,152
"836","TRINITY_DN15393_c1_g1",1.30518245636961,1.18749039022452,4.30980379254928,0.00108086858515445,0.0109661487064234,-0.699178369841445,56.84,51.38,36.08,32.37,33.81,157.96,78.75,79.2,154.53,47.36
"837","TRINITY_DN15412_c0_g1",1.49321706612088,-0.0269918078407709,4.3932701747501,0.00093561795860295,0.00994123781722466,-0.432940334063168,26,7,24,22,15,38,51,42,48,36
"838","TRINITY_DN15413_c0_g1",1.80099941104147,1.11040931645679,8.45264581789053,2.58669160115205e-06,0.000282515547948316,5.12031263120724,31.09,22,46.9,30.57,38.02,123.79,107.03,122.65,115.94,77.82
"839","TRINITY_DN15426_c0_g1",1.04174479393464,2.87823888327608,6.67794047674818,2.60583694341364e-05,0.00106247434174821,2.82199028540521,152.02,148.09,125.2,121,150.71,238.99,311.27,343.57,287.28,267.23
"840","TRINITY_DN15436_c0_g1",-1.2138688219109,2.25747833905551,-6.34466615040175,4.20047035209697e-05,0.00141308425408739,2.41208310393391,254,172,177,190,197,118,48,95,79,91
"841","TRINITY_DN1544_c0_g2",-1.41868940853152,4.19363809862046,-8.67249769447378,1.99170586476517e-06,0.00024018021564557,5.32199421618354,734.78,717.88,1172.15,597.01,978.92,277.59,223.43,349.93,412.28,284.91
"842","TRINITY_DN1544_c0_g3",-1.17797568334463,2.77488166301206,-4.65323310251704,0.000600309987940865,0.00738783569321953,-0.35460879584594,332.52,226.73,322.02,169.37,405.53,118.48,58.67,169.84,174.86,126.43
"843","TRINITY_DN1544_c7_g1",-2.93976290987403,-0.391258338663303,-5.02383075315608,0.000323917456056682,0.00498252102725651,0.478720182151717,77.13,47.97,99.04,22.03,79.36,4.98,7.02,3.38,12,5
"844","TRINITY_DN15449_c0_g1",1.87409106041193,-0.31905172757185,5.58659532988814,0.000131663051722062,0.00282668529303025,1.36034595324077,9,12,13,15,14,68,25,34,38,41
"845","TRINITY_DN15452_c1_g2",-1.10962535629283,0.774147590435152,-5.14098625218753,0.000267576040754152,0.00441289521912039,0.709502235184436,82.19,77.42,72.73,45,72.76,35.64,33,19.19,35,28.32
"846","TRINITY_DN15468_c0_g3",-1.85033513326333,0.590028956919569,-3.14638346193583,0.00870091958635895,0.0439396761427507,-2.62133109581172,164.18,42.72,38.74,97.37,122.97,41.06,3,20,33.82,22.76
"847","TRINITY_DN15473_c4_g1",-2.23698055914286,-0.965462464527917,-4.89916955584238,0.000397786676904255,0.00568919672455939,0.223179130400609,30,45,44,16,34,5,2,9,8,3
"848","TRINITY_DN155_c1_g2",-1.05094075814231,1.10416041848906,-3.89873582109042,0.00222668396177637,0.0175549452623538,-1.40065104085243,71.17,71.52,120.42,59.84,122.58,30.54,23.19,35.44,69.5,44.16
"849","TRINITY_DN15503_c0_g1",2.16455795902953,1.26767998739736,7.49979311134122,8.5345457535456e-06,0.000551309356390854,4.01358283709595,48.54,23,25,31,38.4,217.62,131.88,89.16,144.91,130.38
"850","TRINITY_DN15515_c0_g1",-1.3970781598887,1.4649960783223,-4.35629842821257,0.00099727244240314,0.0103490583102436,-0.652307559136417,88,181,105,98,177,34,27,47,96,35
"851","TRINITY_DN15523_c1_g1",-1.27609098949414,3.20564378887151,-4.19351640848673,0.00132346048505885,0.0124972811185479,-1.22998840564963,531.54,406.95,322.94,209.71,594.25,161.12,80.35,213.7,161.35,234.36
"852","TRINITY_DN15528_c1_g2",-1.36216819545238,2.55182321641096,-5.71055843059033,0.000108629962308429,0.00251622661143634,1.42130655323848,365,252,264,193.99,234.01,85,55,85,215,93
"853","TRINITY_DN15535_c0_g1",1.04906261016618,2.19202113651911,5.40032250028697,0.000176492492358744,0.0034194405196636,0.969832824244856,84,101,73,68,116,224,189,186,159,145
"854","TRINITY_DN15542_c0_g2",1.24678597958842,-0.252778057769545,3.53508322003104,0.00428138280692086,0.0273512675888222,-1.84825550042803,27,11,12,28,11,24,28,28,48,39.53
"855","TRINITY_DN15549_c1_g1",2.08381765502097,-1.4336446504217,4.26989289575648,0.00115844108347296,0.0114533577885208,-0.742077775953849,10.49,3.01,2.01,7.89,7.26,16.64,15.63,28.31,16.15,19.04
"856","TRINITY_DN15551_c0_g1",1.43228789035147,2.50861696240962,5.17925366199118,0.000251490450664944,0.00425543469489643,0.573997453045117,79.43,93,136.01,149.07,55.14,239.02,226.04,307.04,375,160.02
"857","TRINITY_DN15553_c0_g1",1.44640844490086,1.00372555756065,4.67784798112998,0.000575874010078206,0.00718732521389713,-0.0545069425583158,34.36,24.04,47.25,23.29,47.84,110.08,82.39,81.53,61.1,122.59
"858","TRINITY_DN15555_c0_g2",-1.30151457256991,3.96094067791244,-10.5868405348718,2.48225329486569e-07,8.28295944546255e-05,7.45846132121844,712,726,613,577,710,309,184,318,287,266
"859","TRINITY_DN15563_c0_g1",1.03922932174004,2.36860809471558,3.0517166034756,0.0103506905592524,0.0492377479629437,-3.14296507971908,95,76,112,111,106,365,235,242.1,187,80
"860","TRINITY_DN15567_c0_g1",-2.08858437101327,-0.692068643673548,-3.64705878461014,0.00349645191977215,0.0238106318227529,-1.59368951137287,42,29,70,13,49,14,2,10,5,8
"861","TRINITY_DN15569_c0_g1",-1.07241046953123,4.53319629270287,-3.36037828481327,0.00588277384009962,0.0338234621497736,-2.96524722809443,1014.36,851.79,1572.79,441.46,1100.13,439.78,209.85,543.39,860.5,332.97
"862","TRINITY_DN15588_c2_g1",-1.15258839648886,-1.09138410261511,-3.10441219229212,0.00939693131752696,0.0462625354174157,-2.46170632007308,20.8,18.99,22,14.55,28,13,7.39,3,13.2,3.37
"863","TRINITY_DN15589_c3_g1",-1.42004239165524,-1.16653338139187,-3.07593444649291,0.00990083911986705,0.0478553755059708,-2.49583529354929,31.97,13.46,24.75,21.01,16.39,15.42,5.2,7.6,3.19,3.31
"864","TRINITY_DN15598_c1_g4",1.5888888555164,-0.59829661923867,3.59095523366069,0.00386940005521241,0.0255228499753354,-1.7025970290219,14,5,16,10,17,40,11,35.26,55,21
"865","TRINITY_DN15601_c0_g1",1.0019250336128,1.82911327438855,3.06957999010282,0.0100169379573279,0.0481853075472735,-3.00609332780174,57,74,72,72,71,215,222,115,98,86
"866","TRINITY_DN15604_c0_g1",-1.1886296255532,1.35374794146032,-4.54282872747927,0.00072402938164016,0.00836640792368598,-0.325502591774782,168.04,111.58,105.62,66.45,94.98,32.51,58.44,38.06,64.19,33.99
"867","TRINITY_DN15606_c0_g1",-1.77382280915636,-1.385351162242,-3.07796721528871,0.00986398578074684,0.0477408836626269,-2.47700130869357,28,12,24,15,22,6,7,8,1,6
"868","TRINITY_DN15641_c0_g2",-5.16197472899024,0.264548600076617,-3.85853570046932,0.00239213046898708,0.0183970122694754,-1.27805635041758,207.52,223.86,169.58,131.76,280.34,256.5,0,115.45,0,0
"869","TRINITY_DN15645_c0_g1",-1.42368711364747,0.72615098456424,-6.15147670072285,5.57784537863894e-05,0.00168468911882555,2.2213896595334,72,79,60,70,100,23,19,33,41,16
"870","TRINITY_DN1565_c0_g1",4.36677215542562,-1.28762299131717,3.47735815108204,0.0047542867377756,0.0292987094895029,-2.00055837943977,12,1,2,8,1,152,31,58,28,34
"871","TRINITY_DN15653_c0_g1",1.07522058936784,2.00329472583858,6.79193399963979,2.22068325924761e-05,0.000965509057983509,3.06875345144191,84.62,67.08,81.79,70.49,76.99,122.14,169.79,150.83,200.47,152.9
"872","TRINITY_DN15661_c0_g1",4.50199144602451,-1.66102666195055,6.90782659166893,1.89068196020556e-05,0.000879692750192818,1.48476433615962,6,0,2,3,2,38.17,33.32,28,45,53.62
"873","TRINITY_DN1569_c1_g2",1.11171896182316,-0.884928926221032,3.2719385480693,0.00691402169050714,0.037719308697115,-2.21346359781028,17,16,12,8,6,20,19,20,19,20
"874","TRINITY_DN15694_c3_g1",-1.58174204809034,-0.589093020651051,-4.19869428905435,0.00131153656987308,0.0124213452153869,-0.719625278932195,23.16,29,58,30,34,10,6,12,14.16,4
"875","TRINITY_DN157_c0_g1",1.75169441778574,2.0051389645302,3.40337687484435,0.00543927711216631,0.0320702137027466,-2.41676003477564,127.05,58,18,73,81,227,397.27,95.11,212,171
"876","TRINITY_DN1570_c3_g1",-1.04117456860182,0.41247174820956,-3.90476113375968,0.00220292344575184,0.0174396076068593,-1.29798316739375,53.7,58.63,41.31,65.78,50.46,24.17,34.81,16.47,29.71,15.71
"877","TRINITY_DN15705_c0_g1",-1.18779442804241,0.343687160677004,-5.48786325171567,0.000153692637317828,0.00312090435704167,1.26047110651812,51.71,58.69,47.26,51.94,60.19,19.89,14.35,29.29,30.88,13.87
"878","TRINITY_DN15712_c0_g1",1.67520516561989,2.49723466967779,3.78074519846984,0.00274924159146911,0.0201897145489649,-1.83021205683055,102,157,50,47,122,479,375,133,226,288
"879","TRINITY_DN15719_c0_g1",-3.85879709890372,-2.2279307730303,-5.40932589648982,0.000173990742101141,0.00337862565284654,0.183214853394986,21,25,29,26,18,0,5,1,0,1
"880","TRINITY_DN1572_c0_g1",1.22831232132294,3.88550542098277,4.42209996084309,0.000890304786684425,0.00963098004227378,-0.94458982401187,270.79,264.47,123,397.67,357.01,492.78,469,680.9,904.79,568.81
"881","TRINITY_DN15728_c3_g1",-1.58090379926095,-0.756234688060108,-4.55091037018904,0.000714126956488036,0.00830136338754879,-0.184132298457702,26.2,22.99,24.06,33.23,41.14,6.65,10.24,4.75,10.45,8.27
"882","TRINITY_DN15731_c1_g1",-1.46031254790394,0.209040588692079,-4.55861115392505,0.000704822846014467,0.00822484861994698,-0.179493404476565,75,51,54,29,73,16,8,28,31,11
"883","TRINITY_DN15742_c0_g1",2.12869888585236,-0.808856383353103,5.87999960869638,8.3813267611148e-05,0.00214829756768989,1.57920154530997,13.92,9.37,7.06,7.67,5.3,20.98,28.67,28.27,46.8,30.14
"884","TRINITY_DN15747_c0_g1",1.69380257193454,-0.11893212723707,3.19854005824576,0.0079079455798841,0.0413167571916725,-2.42532924695225,42.89,8.97,18.86,23.1,5.15,67.78,33.73,63.76,45.05,20.96
"885","TRINITY_DN15756_c0_g2",-1.83748797563829,1.88429907013543,-9.93655591566959,4.85589623479213e-07,0.000118971645093053,6.76082663535436,174.02,189.84,186.11,163.73,244.39,56.74,28.29,45.95,79.46,53.94
"886","TRINITY_DN15756_c0_g4",-1.47287900356805,-0.196567434560926,-6.73162941905877,2.41624433719847e-05,0.00101080438631757,2.8985511110734,43.53,47.22,39.62,31.59,45.32,14.49,7,14.01,17.3,10.26
"887","TRINITY_DN15765_c2_g1",1.26382190776781,0.752380849472001,4.07207016349308,0.00163791194063125,0.0143435305688093,-1.05109550152233,36.68,21.58,25.37,47.43,31.09,54.07,65.8,61.26,143.13,45.19
"888","TRINITY_DN15779_c0_g1",-1.4578178243856,-1.55560350760693,-3.08919952159295,0.00966282070231459,0.0470856908098542,-2.45828683259065,13.07,19.24,30.04,11,14.07,7.39,2,5,6.63,2
"889","TRINITY_DN15782_c1_g2",1.41451351597671,-0.890467604339273,3.4954717210635,0.00460041119111437,0.0286417198920584,-1.83963106561784,12,5,13,12,10,20,21,27,16,29
"890","TRINITY_DN15786_c0_g1",-2.00817493408027,-1.61359861600643,-4.33032566704458,0.00104310554390403,0.0106846617021627,-0.71301110207119,22,27,14,11,24,3,2,4,3,4
"891","TRINITY_DN15793_c0_g1",2.59843312464823,0.383016978404444,5.74348072288758,0.000103258915823408,0.00243977223742441,1.62924814412448,35,14,7,18,14,104,116.39,107,85.39,39
"892","TRINITY_DN15802_c0_g1",1.19639722422011,1.51087031758008,5.34709998853155,0.000192078576067551,0.00359509491771857,0.969641556440913,68,53,39,77,38,127,116,100,141,95
"893","TRINITY_DN15825_c0_g1",1.36618036001633,1.02247877326299,4.62398011621392,0.00063076863441965,0.00764009175798849,-0.148190415230737,25,29,44,40,48,79,71,133,129,48
"894","TRINITY_DN15832_c0_g2",-1.14390050743224,3.3410690956521,-5.86956223907109,8.51531344470223e-05,0.00216242213487872,1.55342037962587,508.63,552.54,346.27,306.15,385.86,160.69,150.01,174.8,302.51,162.5
"895","TRINITY_DN15860_c0_g1",1.1995564691515,1.19284893226116,5.6415848243185,0.000120865225809659,0.00267670215676431,1.45508249552276,63.73,48.89,29.63,35.52,40.9,128.06,67.84,87.26,101.11,84.45
"896","TRINITY_DN15902_c0_g1",1.85258159250538,-1.02481916702137,3.54720184199557,0.00418836734607852,0.0269831789971436,-1.74836016198888,13,9,20,5,3,26,14,20,50,17
"897","TRINITY_DN15916_c0_g1",-1.18016085018259,1.74292434823246,-3.68000703938222,0.00329481054058437,0.02283486749655,-1.88831949660541,233.76,81,137.91,153.89,123.16,113,27.88,55.85,76.82,45.65
"898","TRINITY_DN1592_c4_g1",1.03039842562956,-1.14902552520539,3.2188592070871,0.0076191431055426,0.0403086093428234,-2.27711906054271,8.93,6.3,12.97,10.74,10.69,12.57,15.48,15.46,18.88,16.01
"899","TRINITY_DN15938_c0_g1",-2.2474870296159,0.0652646209838694,-3.44940599943267,0.00500211676223709,0.0303122157071165,-1.9984028161745,48.35,72.15,40.74,63.46,91.76,33.7,11.77,30.26,1.55,10.84
"900","TRINITY_DN15941_c2_g1",1.00032793378809,0.204170710805364,3.89833734061386,0.00222826464531408,0.0175638856329177,-1.28705177642367,22.39,16.01,30.63,24.54,25.41,43.23,55.55,37.27,52.13,27.3
"901","TRINITY_DN15944_c0_g1",1.3138981685659,4.10765594730855,6.10074599439017,6.01419448792537e-05,0.00176061445367139,1.80560221921008,254,276,314,381,272,1043,727,800,811,413
"902","TRINITY_DN15945_c2_g1",3.19321316873528,-1.69202826138193,4.63008940423664,0.000624276543014929,0.00757572897229531,-0.582443013847923,2.71,3.97,7.02,5.37,1.38,23.02,18.72,28.34,17.76,31.8
"903","TRINITY_DN1595_c2_g1",1.67582917906364,0.226230762475703,5.3825746177139,0.000181535970915884,0.00347550967760853,1.10470579024169,27.78,19.22,19.11,19.82,12.16,64.71,35.87,33.83,87.33,66.78
"904","TRINITY_DN15964_c0_g1",-1.0106840896284,1.26553892943102,-4.1887143582345,0.00133461956654886,0.0125699208388154,-0.920736706162859,130.02,99.33,83.31,67.2,100.84,53.68,36.35,35.1,86.42,24.99
"905","TRINITY_DN1597_c0_g1",-1.2280573442011,5.85278045321455,-18.8025497819633,4.3751220655268e-10,2.87186195474001e-06,13.739611362757,2607.91,2357.78,2477.92,2075.83,2631.49,1072.65,924.94,1058.71,1201.65,853.84
"906","TRINITY_DN15974_c0_g3",-1.71562538779065,-1.86037791123456,-3.91103533199755,0.00217845949869403,0.0173330296362591,-1.32924035705187,17,13,13,12,19.69,2,2,5,7,1
"907","TRINITY_DN15976_c1_g2",-1.12558036442744,-0.442480556998175,-4.27282467453906,0.00115255035778818,0.0114186459946188,-0.608110083308484,31,26.91,43,19.48,38,11,9,12,14,14
"908","TRINITY_DN15989_c0_g1",1.43422174791631,-1.38250653382661,3.09156002335344,0.00962107270537784,0.0469664122705265,-2.45837852757804,6,14,11,4,5,18,21,14,12,14
"909","TRINITY_DN16001_c1_g1",-3.06570526893944,-1.97058231850678,-4.85225419876612,0.000429999232262072,0.00595070464412836,-0.382592680522101,28,27.73,16,14,24,3,1,3,3,0
"910","TRINITY_DN16002_c0_g1",-1.0726371669692,0.515723163101953,-4.08899090368213,0.00158981906930357,0.0140994373061293,-0.994216130463613,56,68,54,59,56,37,11,35,37,15
"911","TRINITY_DN16005_c0_g1",2.37491672811029,-1.03340499975766,3.94140772575225,0.0020639386903062,0.0167344819165642,-1.15264037977572,3,10,15,13,3,23,30,17,54,23
"912","TRINITY_DN16016_c0_g1",1.01622494401968,0.48164031382646,4.90474562471326,0.000394130147824412,0.00565325233921877,0.353563199817381,25.97,28.59,30.65,24.94,30.23,74.68,42.15,49.32,48.51,48.89
"913","TRINITY_DN1603_c0_g1",1.16966032778701,0.327167560357947,4.05027192732065,0.0017020989255897,0.0147374231733012,-1.03992558596797,28,28,30,15,22,88,29,59,47,38
"914","TRINITY_DN16044_c0_g2",2.21013931029698,-1.61642808091703,3.04256013178548,0.0105260730126657,0.0498019865372215,-2.53487867641165,0,9.47,15,3.24,7,32.4,10.81,18.76,15,14
"915","TRINITY_DN16055_c0_g2",1.9374976731296,2.15169524613379,5.54261655015892,0.000141032290640203,0.00295932715502594,1.22058783497162,39.11,47.82,153.01,51.27,67,242.04,265.89,355.03,230.82,141
"916","TRINITY_DN16058_c1_g1",1.02900456777972,4.21634436892134,5.3727256851497,0.000184400236179735,0.00350321803913795,0.623826468979106,248.65,364.47,390.9,374.25,416.93,563.08,567.94,688.83,1217.37,671.15
"917","TRINITY_DN16075_c1_g1",-1.34976198567551,-0.0795222053901214,-5.37164918824598,0.000184716183242541,0.003505547077022,1.08483190084777,44.01,32.97,48.97,32.98,58.99,10.93,12.94,14,25,11.99
"918","TRINITY_DN16083_c0_g1",-1.12980899515688,1.17727467363437,-3.75304322100879,0.00288929705918163,0.0209200953602167,-1.66575508604115,88,99,108,55,127,36,51,37,76,17
"919","TRINITY_DN16086_c0_g1",-2.97766951095978,-1.08523341994752,-5.19427238770837,0.000245458706510608,0.00418700372073494,0.440519554039252,43.28,39.6,41.02,17.21,52.1,2.02,7.88,7.51,3.01,1
"920","TRINITY_DN16101_c0_g1",-1.61462164416113,3.48170389048061,-3.806547613131,0.00262507323492744,0.0195864032865591,-1.95878151292978,791.34,446.26,441.17,492.21,593.18,168.79,30.76,254.15,381.17,259.18
"921","TRINITY_DN16103_c4_g1",-1.60211220074277,-0.791334087927282,-3.99942514076188,0.00186214984490336,0.0156230436856607,-1.03458093954081,21,24,26,43,32,6,10,7,6,10
"922","TRINITY_DN16105_c0_g1",1.15044177971329,2.22913858711022,5.79833632031055,9.49250444071667e-05,0.00230633554907025,1.59179101822494,98.07,94,54,112,89,223.29,159,208,201,158
"923","TRINITY_DN16109_c0_g2",-2.11343344192474,3.71171116111997,-9.38115019106068,8.86353496331837e-07,0.000166526332915586,6.19892009784588,741.92,563.6,1189.66,538.8,843.84,175.46,94.84,194.37,223.72,194.36
"924","TRINITY_DN16113_c0_g1",1.24043786495608,2.16504685277328,4.83605822607849,0.00044174590825409,0.00604306927206508,0.0513569137146099,103,65,73,73,96,278,87,231,244,154
"925","TRINITY_DN16145_c2_g1",1.03800363059158,1.97598292597006,6.21524421184998,5.0765294075758e-05,0.00159790226277463,2.2462633502355,78.33,53.98,101.02,65.72,89.01,159.98,105.82,149.39,202.75,155.74
"926","TRINITY_DN16146_c0_g1",1.36934259952397,2.02893811519561,9.56380823748276,7.24995460353717e-07,0.000151269061745795,6.40796023117188,98,64.29,62,63,68,206,140.9,192,193.97,163
"927","TRINITY_DN16148_c2_g1",1.85296978331442,-0.650360619604526,4.66211944031907,0.00059136535666394,0.00731841150176304,-0.0149787651492037,10.3,7.82,9.01,8,16.34,21.06,51,34.47,36.26,20.69
"928","TRINITY_DN16164_c0_g1",1.24627548030704,-0.418532731222569,3.75035043506512,0.00290329698028708,0.0209738407461023,-1.46530841548976,19.98,10.85,19.3,13.61,10.94,19.7,37.63,24.37,49.47,22.99
"929","TRINITY_DN16168_c0_g1",-3.1555788648537,2.38039166205049,-9.39235171807526,8.7542047010285e-07,0.000165905905189422,6.2195563046556,606,403,347,254,603,25,44,65,58,45
"930","TRINITY_DN16207_c0_g1",-1.15006018067259,3.92236028561049,-4.99807815511456,0.000337899717029658,0.00511514152768164,0.0470175695101709,635,598,784,352,858,325,143,292,383,299
"931","TRINITY_DN16214_c2_g1",1.50221251859199,-0.983344810059146,3.46288518186629,0.00488100350444878,0.0298134461884973,-1.88725715088274,15.7,11.73,3.44,13.87,6.25,23.68,9.17,19.58,33.17,23.85
"932","TRINITY_DN16215_c0_g1",-1.74420240888524,3.60579928436173,-3.45490414675676,0.00495234897761964,0.0300930860509116,-2.61596189953666,567.23,337.74,331.63,692.01,1958.62,212.92,99.98,145.7,353.14,159.54
"933","TRINITY_DN16217_c0_g1",-1.17149849065886,1.86305276311014,-4.44819763994716,0.000851258762986568,0.00933107927803354,-0.561080754786523,197.27,158.34,108.58,96.19,203.28,61.78,67.11,58.22,54.59,83.24
"934","TRINITY_DN16221_c2_g1",1.00323443150485,1.01685713907309,4.01944448926407,0.00179735207407893,0.0152725787628851,-1.18067813111334,44.07,52.1,23.34,43.9,44,93.48,79,54.32,84.16,71.59
"935","TRINITY_DN16223_c0_g1",-1.23354061380395,0.367020146553177,-6.45145403356282,3.59879902332373e-05,0.00128862592282818,2.62398640443104,68,45,62,46,56,19,21,17,27,21
"936","TRINITY_DN16242_c0_g1",1.4199859987524,0.932011125861149,3.96444448830546,0.00198123684264509,0.0162979553047947,-1.25660825773391,45.86,23.42,43.06,57.6,15.11,102.01,81.05,107.86,69.99,61.35
"937","TRINITY_DN16246_c0_g1",-1.24212614217709,0.359430629927173,-5.65979058557137,0.000117500161697414,0.00263429386782071,1.51447842766353,48,59,50,63,56,18,21,22,21,21
"938","TRINITY_DN16250_c0_g1",1.23180538757114,2.66773459404688,6.63366434091388,2.77412115711711e-05,0.00110297678257863,2.78569954005487,94.07,86.63,167.01,109,124.71,292.03,221,213,302.04,308.57
"939","TRINITY_DN16274_c0_g1",-1.13047026807321,0.769681991983522,-3.1823400763361,0.00814610797490421,0.0420839969035215,-2.60862521225264,84,72,48,47,120,21,11,41.03,46,42
"940","TRINITY_DN16276_c0_g1",1.42507777463383,0.0460824290043487,4.71309595143415,0.000542680824202937,0.00689004498347851,0.0755280809291152,22.77,14.93,20.57,14.36,20.68,48.38,42.07,50.87,73.58,19.32
"941","TRINITY_DN1628_c0_g1",-1.45664268901642,4.31063098050534,-12.9102838173626,2.90572742019557e-08,2.67600088380012e-05,9.59635840873104,818.58,838,865.56,976,1001,280,313,333,385,322
"942","TRINITY_DN1628_c0_g2",-1.37714729220435,3.46518777567133,-8.77753086112782,1.76097653373369e-06,0.000225612571813321,5.5092382351154,425,423,468,565,541,146,185,182,216,207
"943","TRINITY_DN16285_c0_g2",-2.24471723272891,1.64691486562954,-10.0798490032611,4.17587345319848e-07,0.00010939990178169,6.8488123356302,231.62,144.02,193.23,134.59,246.93,44.44,20.57,40.03,53.68,32.17
"944","TRINITY_DN16292_c2_g1",-1.18993183884077,0.140636174825537,-3.2042731062866,0.00782535725137794,0.0410074900646532,-2.47125606552134,79.85,55.33,44.16,20.33,50.68,10.74,18.37,31.48,23.51,12.7
"945","TRINITY_DN163_c11_g1",-1.13876758139637,-0.312238412898438,-4.10724478940872,0.00153957515720466,0.0137844353072464,-0.883965620354769,35.27,43.75,30.47,23.77,38.72,23.19,7,12.65,12.97,13
"946","TRINITY_DN163_c8_g1",-1.1067467466514,1.22062074058048,-5.8219886671484,9.15544118506154e-05,0.00226763935107779,1.72547107138293,91.6,86.72,118.71,90.77,88.57,42.6,34.52,43.66,67.4,24.36
"947","TRINITY_DN1631_c0_g1",1.18095059408846,0.26450605399315,4.32979486130283,0.00104406479014508,0.0106884166561369,-0.56459946881149,16,33,21,22,26,51,30,57,45,56
"948","TRINITY_DN1631_c0_g3",1.28328369719622,0.803354279663695,4.9431833972178,0.000369865751594567,0.00541919720342769,0.393681074676017,28.05,30.1,42.55,30,29.44,108.44,56.03,47.01,76.04,85.01
"949","TRINITY_DN16318_c0_g1",1.10055924709591,0.017396336042078,3.75308019471458,0.00288910531507293,0.0209200953602167,-1.51289520981296,19.12,21.67,21.19,19.87,18.24,43.66,19.56,27.78,52.66,59.02
"950","TRINITY_DN16326_c0_g1",-1.86307775626216,4.84852027962064,-6.54275261402442,3.15705459316712e-05,0.00118916451784593,2.40174321914132,1520.39,1433.3,2421.53,836.2,1753.72,403.67,178.62,517.21,611.94,490.26
"951","TRINITY_DN16351_c0_g1",2.32192270818586,1.09075831362549,5.71549108476219,0.000107806739857912,0.00250717805882344,1.58444297220937,57,27,20,20.01,23,157,52,189,126,172
"952","TRINITY_DN16353_c2_g1",-1.49505924798517,1.61976694337945,-6.16313292097361,5.48241957632785e-05,0.00167069343194671,2.20663729544177,157.58,98.3,191.69,124.08,147.1,27.74,41.24,58.61,81.59,42.6
"953","TRINITY_DN16360_c0_g1",1.5364877284414,0.704389303826601,6.26444915086552,4.72250594885357e-05,0.00151507576363405,2.37943306172944,36.04,22.86,31.91,14.63,37.53,96.4,66.95,74.86,95.68,45.45
"954","TRINITY_DN1637_c1_g2",-1.38743859158301,0.136129557768118,-5.24518307351314,0.00022612157295981,0.00397767738514134,0.898557530162587,64.17,44.04,47.46,35.41,61.29,28.65,11.4,9.78,20.76,18.34
"955","TRINITY_DN16373_c4_g1",1.12076888622514,1.83497271529494,4.40098420327364,0.000923262662700656,0.00985616869223776,-0.640488479694437,65.85,91.08,59.4,75.33,50.04,151.1,154.79,195.36,112.59,112.53
"956","TRINITY_DN1638_c2_g1",1.36449020067461,0.907107536587606,3.43045514050548,0.00517759567979017,0.0310605754926422,-2.1901398513769,34.5,41.16,45.05,18,34,38,54.56,161.05,128,72.13
"957","TRINITY_DN16386_c0_g1",2.17829877132902,1.00469898443174,4.26017539563332,0.00117819105837679,0.0115929562137348,-0.73984901374223,20.98,7.32,78.08,47.36,28.51,186.39,65.42,152.37,131.57,76.57
"958","TRINITY_DN16387_c0_g1",-2.4190926718285,-0.260701090968009,-3.15864344765965,0.00850758975343869,0.0432625574307483,-2.41966268548444,86.74,46.31,39.74,46.13,63.93,25.84,29.89,16.54,10.04,0
"959","TRINITY_DN16389_c2_g1",1.41656046284405,-0.825915187917844,4.05341528753187,0.0016926845302923,0.0146766785090274,-0.949193260303966,7,9.48,13.54,8.97,15.45,33.2,13.04,16.99,36.47,21.4
"960","TRINITY_DN164_c6_g1",-2.17404357224138,1.7514195395761,-9.2231312069086,1.05727740714972e-06,0.000179484917113153,6.01137714500518,187.1,233.57,200.84,235.38,135.76,42.24,30.73,42.58,50.97,37.9
"961","TRINITY_DN16412_c5_g1",1.37582682293055,-0.973782055667784,4.63596252500868,0.000618101312324512,0.00752274524024223,-0.0723921319043903,7.31,10,12.24,7.33,11.94,24.59,13.98,17.43,30.99,17.22
"962","TRINITY_DN16421_c0_g2",-1.95076371442235,-0.695426236525139,-3.83249825614619,0.00250600843833848,0.0189653965451048,-1.29857272691842,22.54,48.72,44.97,16,59.1,13,4.02,6.01,8.02,5
"963","TRINITY_DN16436_c0_g2",1.45050206906907,1.19740374526142,3.13940317880406,0.00881296569444252,0.0443551417679673,-2.7539426918935,54,89,25,61,14,139,68,92,181,58
"964","TRINITY_DN1644_c1_g5",-1.40618128670408,4.16916529738042,-6.35706002960649,4.12545008572825e-05,0.00139892366342173,2.19403761489275,920.98,813.26,574.67,614.26,1245.5,317.91,220.02,281.04,502.09,233.32
